,NAME,CLASS,Speed,TIME (min)
3814,MERRIAM ST,A40,15,0.2792187367162927
3815,SIDNEY ST,A40,15,0.16503068224378142
3816,TUDOR ST,A40,15,0.3614221028212787
3817,SIDNEY ST,A40,15,0.18468690762449572
3818,PACIFIC ST,A40,15,0.37895827623615863
3819,WAVERLY ST,A40,15,0.5779995870859396
3820,PACIFIC ST,A40,15,0.2144811849459376
3821,SIDNEY ST,A40,15,0.18071051152067075
3822,GREENMALGE ST,A40,15,0.13633222004953316
3823,MEMORIAL DR,A21,25,0.10606319906857892
3824,US HWY 3,A21,25,0.10606319906857892
3825,AMHERST ST,A40,15,0.5377194888470898
3826,MEMORIAL DR,A25,30,0.1901406432046638
3827,US HWY 3,A25,30,0.1901406432046638
3828,MEMORIAL DR,A25,30,0.18720074081101482
3829,US HWY 3,A25,30,0.18720074081101482
3830,FOWLER ST,A40,15,0.054961092261109463
3831,FOWLER ST,A40,15,0.1316754695744915
3832,MEMORIAL DR,A25,30,0.24898580966291628
3833,US HWY 3,A25,30,0.24898580966291628
3834,AMHERST ST,A40,15,0.5007619813315878
3835,ALBANY ST,A40,15,0.7890645314094199
3836,PACIFIC ST,A40,15,0.1650305374437737
3837,LANDS DOWNE DR,A40,15,0.1479466117251717
3838,PILGRIM ST,A40,15,0.213977471892006
3839,PACIFIC ST,A40,15,0.22995094143479042
3840,AUBURN ST,A40,15,0.2812984494126222
3841,BROOKLINE ST,A41,15,0.16052357643147466
3842,BROOKLINE ST,A41,15,0.1947378952346609
3843,PEARL ST,A40,15,0.17181509041917978
3844,FRANKLIN ST,A40,15,0.3454835265119113
3845,PEARL ST,A40,15,0.20617747118315477
3846,MASSACHUSETTS AVE,A21,25,0.08064779125833205
3847,STATE HWY 2A,A21,25,0.08064779125833205
3848,GREEN ST,A40,15,0.3122103992696108
3849,BROOKLINE ST,A41,15,0.18485007118748153
3850,MASSACHUSETTS AVE,A21,25,0.07891571499549839
3851,STATE HWY 2A,A21,25,0.07891571499549839
3852,RIVER ST,A40,15,0.22030784382956706
3853,GREEN ST,A40,15,0.13119259684813922
3854,ERICSON CT,A40,15,0.18467966229345598
3855,MASSACHUSETTS AVE,A21,25,0.1084202596776473
3856,STATE HWY 2A,A21,25,0.1084202596776473
3857,GREEN ST,A40,15,0.06906921959850737
3858,WESTERN AVE,A40,15,0.1225211955423879
3859,MAGAZINE ST,A41,15,0.09861211510000453
3860,MASSACHUSETTS AVE,A21,25,0.10842069161160482
3861,STATE HWY 2A,A21,25,0.10842069161160482
3862,MAGAZINE ST,A41,15,0.11766339057362349
3863,WESTERN AVE,A40,15,0.13448517634977258
3864,TEMPLE ST,A40,15,0.27490035884815683
3865,BISHOP ALLEN DR,A40,15,0.09862369886262522
3866,BISHOP ALLEN DR,A40,15,0.03436245792041119
3867,BISHOP ALLEN DR,A40,15,0.09862348330164357
3868,AUSTIN PARK,A40,15,0.15048245984303
3869,INMAN ST,A40,15,0.5207621126862662
3870,MASSACHUSETTS AVE,A21,25,0.05917518850604338
3871,STATE HWY 2A,A21,25,0.05917518850604338
3872,STATE RTE 2,A25,30,0.13908656414959972
3873,COMMONWEALTH AVE,A25,30,0.11974377781387374
3874,STATE RTE 2,A25,30,0.11974377781387374
3875,HEREFORD ST,A40,15,0.12197980188277702
3876,HEREFORD ST,A40,15,0.21000509333080664
3877,HEREFORD ST,A40,15,0.11373004727859941
3878,HEREFORD ST,A40,15,0.11785505980675506
3879,COMMONWEALTH AVE,A25,30,0.14381004650669538
3880,STATE RTE 2,A25,30,0.14381004650669538
3881,HEREFORD ST,A40,15,0.23570948878734085
3882,HEREFORD ST,A40,15,0.17678188000809464
3883,BACK ST,A40,15,0.31738705889291796
3884,BEACON ST,A31,20,0.24427777351318872
3885,MARLBOROUGH ST,A41,15,0.3273374622209742
3886,GLOUCESTER ST,A40,15,0.1511615583158753
3887,CLEARWAY ST,A40,15,0.6026013067257202
3888,DALTON ST,A40,15,0.21000650916088753
3889,DALTON ST,A40,15,0.15116428494949238
3890,DALTON ST,A40,15,0.14409846518279107
3891,DALTON ST,A40,15,0.14409824407054156
3892,DALTON ST,A40,15,0.05892776657256528
3893,DALTON ST,A40,15,0.09242958840479826
3894,DALTON ST,A40,15,0.03436614686471217
3895,BOYLSTON ST,A31,20,0.02577459590932114
3896,BOYLSTON ST,A31,20,0.2557967787455522
3897,RING RD,A40,15,0.5779011619995946
3898,HUNTINGTON AVE,A25,30,0.20182788815848313
3899,STATE RTE 9,A25,30,0.20182788815848313
3900,BELVIDERE ST,A40,15,0.5892734072519656
3901,W NEWTON ST,A40,15,0.2328122495474047
3902,BOYLSTON ST,A31,20,0.3206320651807804
3903,MASSACHUSETTS TPKE,A11,45,0.43849037252920026
3904,ST BOTOLPH ST,A41,15,0.21895833656538236
3905,HUNTINGTON AVE,A25,30,0.19163474181398152
3906,STATE RTE 9,A25,30,0.19163474181398152
3907,STUDIO PL,A40,15,0.19475314657878262
3908,FOLLEN ST,A40,15,0.08252605426214378
3909,FOLLEN ST,A40,15,0.10309994717124144
3910,ST BOTOLPH ST,A41,15,0.18470579522832187
3911,STUDIO PL,A40,15,0.20619972071006976
3912,GARRISON ST,A40,15,0.21400625450315525
3913,GARRISON ST,A40,15,0.08252547546494812
3914,ST BOTOLPH ST,A41,15,0.19884691515274439
3915,HUNTINGTON AVE,A25,30,0.13346780673369454
3916,STATE RTE 9,A25,30,0.13346780673369454
3917,HUNTINGTON AVE,A25,30,0.05820208125941346
3918,STATE RTE 9,A25,30,0.05820208125941346
3919,CARLETON ST,A40,15,0.20620041591554022
3920,STUDIO PL,A40,15,0.19884724225003442
3921,HARCOURT ST,A40,15,0.08252511342639113
3922,IRVINGTON ST,A40,15,0.3946470684861369
3923,HARCOURT ST,A40,15,0.06722324486665471
3924,HOLYOKE ST,A40,15,0.3301050859008475
3925,CARLETON ST,A40,15,0.20619972071006976
3926,W CANTON ST,A40,15,0.3638467448298592
3927,CARLETON ST,A40,15,0.21895699978950414
3928,HUNTINGTON AVE,A25,30,0.05711862075946983
3929,STATE RTE 9,A25,30,0.05711862075946983
3930,HUNTINGTON AVE,A25,30,0.031285102037366945
3931,EXETER ST,A41,15,0.23279119456139835
3932,HUNTINGTON AVE,A25,30,0.03380345703031324
3933,HUNTINGTON AVE,A25,30,0.2124247596373026
3934,I 90,A11,45,0.18792851342450476
3935,MASSACHUSETTS TPKE,A11,45,0.18792851342450476
3936,TREMONT ST,A40,15,0.1807470407666553
3937,WORCESTER ST,A40,15,0.5741768536776558
3938,W CONCORD ST,A40,15,0.13747034284821535
3939,ALLEY ST,A40,15,0.08626058773187444
3940,COLUMBUS AVE,A21,25,0.11082673682574044
3941,STATE RTE 28,A21,25,0.11082673682574044
3942,CLAREMONT PARK,A40,15,0.33011261334423103
3943,WORCESTER ST,A40,15,0.4379285549187002
3944,COLUMBUS AVE,A21,25,0.09660088097898141
3945,STATE RTE 28,A21,25,0.09660088097898141
3946,COLUMBUS AVE,A21,25,0.031807894401977246
3947,STATE RTE 28,A21,25,0.031807894401977246
3948,COLUMBUS AVE,A21,25,0.0903060141801234
3949,STATE RTE 28,A21,25,0.0903060141801234
3950,CLAREMONT ST,A40,15,0.2062021539848837
3951,GREENWICH PARK,A40,15,0.36148616476352946
3952,DURHAM ST,A40,15,0.2627719670731935
3953,ST BOTOLPH ST,A41,15,0.18470721806069743
3954,W RUTLAND SQ,A40,15,0.3832776777402214
3955,W NEWTON ST,A40,15,0.09864813841099018
3956,W NEWTON ST,A40,15,0.0825266333846993
3957,CARLETON ST,A40,15,0.16505312199144528
3958,CONCORD PL,A40,15,0.09865222896972635
3959,CONCORD PL,A40,15,0.3093069677396896
3960,CONCORD SQ,A40,15,0.4467757269715271
3961,CONCORD PL,A40,15,0.08252909428081365
3962,CONCORD SQ,A40,15,0.1164100929627701
3963,TREMONT ST,A40,15,0.19730402708378345
3964,RUTLAND SQ,A40,15,0.6020427395844433
3965,W NEWTON ST,A41,15,0.6653218816515366
3966,COLUMBUS AVE,A21,25,0.14434179162391247
3967,STATE RTE 28,A21,25,0.14434179162391247
3968,W NEWTON ST,A40,15,0.33010798109169354
3969,BRADDOCK PARK,A40,15,0.31227100563255833
3970,COLUMBUS AVE,A21,25,0.11082510699335095
3971,STATE RTE 28,A21,25,0.11082510699335095
3972,W WARREN AVE,A40,15,0.19197541333915288
3973,BRADDOCK PARK,A40,15,0.10310087415243167
3974,COLUMBUS AVE,A21,25,0.11082471895971868
3975,STATE RTE 28,A21,25,0.11082471895971868
3976,WASHINGTON ST,A31,20,0.13853798059740374
3977,W SPRINGFIELD ST,A40,15,0.11641337678096011
3978,LINCOLN PL,A40,15,0.11641310308432887
3979,W SPRINGFIELD ST,A40,15,0.19475928049237046
3980,STEVENS ST,A40,15,0.18471588463495842
3981,SHAWMUT AVE,A41,15,0.08253112062321594
3982,SHAWMUT AVE,A41,15,0.11641237353487825
3983,SHAWMUT AVE,A41,15,0.05443259259661896
3984,WORCESTER ST,A40,15,0.19885999841961363
3985,WASHINGTON ST,A31,20,0.16678938109249575
3986,WORCESTER SQ,A40,15,0.1524621270796214
3987,LINCOLN PL,A40,15,0.13156024908889788
3988,WORCESTER ST,A40,15,0.11056331188582603
3989,DEACON ST,A40,15,0.05345781445892721
3990,DEBLOIS ST,A40,15,0.18197428732349927
3991,WASHINGTON ST,A31,20,0.131502223791523
3992,DEACON ST,A40,15,0.0972411937378006
3993,W CONCORD ST,A41,15,0.03436798169608044
3994,W CONCORD ST,A41,15,0.11641246461204521
3995,WORCESTER ST,A40,15,0.08332744581952867
3996,NEWLAND ST,A41,15,0.1791650922588111
3997,W CONCORD ST,A41,15,0.41739361114914625
3998,ALLEY ST,A40,15,0.12639967425386714
3999,NEWLAND PL,A41,15,0.38328733478972143
4000,6TH ST,A41,15,0.1263878591902833
4001,6TH ST,A41,15,0.19453522084031877
4002,6TH ST,A41,15,0.17677687901253597
4003,ROGERS ST,A40,15,0.46263308223648314
4004,BENT ST,A40,15,0.41466641283785427
4005,CHARLES ST,A40,15,0.40772543506383
4006,6TH ST,A41,15,0.19346053225809817
4007,6TH ST,A41,15,0.11241887710139346
4008,EMMET PL,A40,15,0.10577105936052437
4009,6TH ST,A41,15,0.0829116566368637
4010,6TH ST,A41,15,0.17696492747480155
4011,HURLEY ST,A40,15,0.0443990536225473
4012,HURLEY ST,A40,15,0.04856283873772411
4013,AMHERST ST,A40,15,0.21447917959227755
4014,HAYWARD ST,A40,15,0.41656536385407095
4015,MAIN ST,A31,20,0.0918951397427072
4016,MAIN ST,A31,20,0.06126342652253359
4017,3RD ST,A41,15,0.11785217636417189
4018,WADSWORTH ST,A40,15,0.12638993875253646
4019,WADSWORTH ST,A40,15,0.3101209331591339
4020,MAIN ST,A31,20,0.23344856626363672
4021,BROADWAY,A31,20,0.28854698854571353
4022,BROADWAY,A31,20,0.24787706178950025
4023,POTTER ST,A40,15,0.7101962704986293
4024,3RD ST,A41,15,0.194737554464231
4025,3RD ST,A41,15,0.1848498414637339
4026,MEMORIAL DR,A25,30,0.5343187913180526
4027,US HWY 3,A25,30,0.5343187913180526
4028,MEMORIAL DR,A25,30,0.3755469474954038
4029,US HWY 3,A25,30,0.3755469474954038
4030,3RD ST,A41,15,0.3946801808612338
4031,MONROE ST,A40,15,0.5623208395119245
4032,6TH ST,A41,15,0.31115108970687716
4033,BROADWAY,A31,20,0.07397019689156305
4034,JORDAN PL,A40,15,0.23045254116259867
4035,BROADWAY,A31,20,0.16085318063715964
4036,DOCK ST,A40,15,0.08291165647291847
4037,DOCK ST,A40,15,0.05527443786706575
4038,MAIN ST,A31,20,0.050406436116464705
4039,PELHAM ST,A40,15,0.05892607687844505
4040,DEACON ST,A40,15,0.20607325623451364
4041,MAIN ST,A31,20,0.15315807864216016
4042,LOUGHREY AVE,A40,15,0.204210121463568
4043,CARLETON ST,A40,15,0.4440776984116121
4044,CARLETON ST,A40,15,0.0829116566368637
4045,CARLETON ST,A40,15,0.05892607687844505
4046,CARLETON ST,A40,15,0.0829116566368637
4047,MAIN ST,A31,20,0.15866964874594366
4048,PELHAM ST,A40,15,0.17677809538418368
4049,BROADWAY,A31,20,0.15121690848074248
4050,PELHAM ST,A40,15,0.0924249637483605
4051,PIONEER AVE,A40,15,0.16525107930951535
4052,6TH ST,A41,15,0.22899536095790993
4053,6TH ST,A41,15,0.184849094638977
4054,BROADWAY,A31,20,0.13740122973777344
4055,CARLETON ST,A40,15,0.10308951776181768
4056,FULKERSON ST,A41,15,0.2561678437654381
4057,BINNEY ST,A41,15,0.23220145937100942
4058,FULKERSON ST,A41,15,0.3111483720288109
4059,FULKERSON ST,A41,15,0.22203868483423042
4060,WELLINGTON HARRINGTON MEMORIAL WAY,A40,15,0.18153613334827373
4061,FULKERSON ST,A41,15,0.14864490463440047
4062,FULKERSON ST,A41,15,0.17895484975093595
4063,BINNEY ST,A41,15,0.41211977833637475
4064,US HWY 3,A40,15,0.12252782802633275
4065,1ST ST,A41,15,0.16707599369979007
4066,1ST ST,A41,15,0.13968681330128097
4067,1ST ST,A41,15,0.11241911324531027
4068,MONROE ST,A40,15,0.3313683864427876
4069,1ST ST,A41,15,0.17077867912031094
4070,1ST ST,A41,15,0.19453525493885748
4071,COMMERCIAL AVE,A41,15,0.4934897385776564
4072,BINNEY ST,A41,15,0.5171904419183659
4073,ROGERS ST,A40,15,0.47289783886135717
4074,2ND ST,A41,15,0.19453524809120112
4075,2ND ST,A41,15,0.1977242555653685
4076,2ND ST,A41,15,0.16707584668585132
4077,3RD ST,A41,15,0.21874790393613014
4078,CHARLES ST,A40,15,0.22630733781345114
4079,SPRING ST,A40,15,0.32101313133548987
4080,3RD ST,A41,15,0.1707779950877302
4081,CHARLES ST,A40,15,0.10577168688807984
4082,LOPEZ AVE,A40,15,0.2029273514042715
4083,2ND ST,A41,15,0.1945351798941151
4084,2ND ST,A41,15,0.19772398697033647
4085,HURLEY ST,A40,15,0.18583911687998694
4086,SPRING ST,A40,15,0.15324849013656724
4087,HURLEY ST,A40,15,0.08622598719851292
4088,LOPEZ AVE,A40,15,0.13818609447240157
4089,SPRING ST,A40,15,0.1225141763715889
4090,BINNEY ST,A41,15,0.3313647970294042
4091,ROGERS ST,A40,15,0.33707491615025004
4092,BENT ST,A40,15,0.3568995867960059
4093,BINNEY ST,A41,15,0.23943590732976952
4094,1ST ST,A41,15,0.170778477110509
4095,ROGERS ST,A40,15,0.3075441403677151
4096,PEARL ST,A40,15,0.26366845058988087
4097,MOUNT VERNON ST,A40,15,0.1947193183977444
4098,PERKINS ST,A40,15,0.1656327781354878
4099,PERKINS ST,A40,15,0.18315270689038332
4100,MOUNT VERNON ST,A40,15,0.2099869380919959
4101,ROLAND ST,A40,15,0.08620935814781573
4102,CARTER ST,A40,15,0.1440917767644557
4103,CAMBRIDGE ST,A40,15,0.153219836130941
4104,ROLAND ST,A40,15,0.2060101158292965
4105,PARKER ST,A40,15,0.5298621190416203
4106,CAMBRIDGE ST,A40,15,0.06124372622250871
4107,,A63,20,0.36417709629906314
4108,CRAFTS ST,A40,15,0.17077589617149677
4109,ROLAND ST,A40,15,0.17241810026516155
4110,BRIGHTON ST,A40,15,0.43747282191320985
4111,CAMBRIDGE ST,A40,15,0.19721358218385487
4112,MOUNT PLEASANT CT,A40,15,0.19471957403446097
4113,PERKINS ST,A40,15,0.08620615494304637
4114,PERKINS ST,A40,15,0.020414022747705873
4115,PERKINS ST,A40,15,0.04930256083752655
4116,MOUNT PLEASANT ST,A40,15,0.4959434109624517
4117,PERKINS ST,A40,15,0.1831538666690457
4118,PERKINS ST,A40,15,0.08620677099565995
4119,CALDWELL ST,A40,15,0.3791360678154335
4120,BRIGHTON ST,A40,15,0.44696275863501345
4121,I 93,A11,45,0.09562212619569875
4122,I 93,A11,45,0.019641428621705363
4123,,A63,20,0.13849616046036836
4124,I 93,A11,45,0.09435905394311152
4125,I 93,A11,45,0.03684962520394838
4126,I 93,A11,45,0.028462679103612085
4127,I 93,A11,45,0.23555950738540862
4128,WARREN ST,A40,15,0.16707558048209026
4129,SPRING ST,A40,15,0.16567073234593765
4130,FULKERSON ST,A41,15,0.15132461413349665
4131,FULKERSON ST,A41,15,0.22178225844081212
4132,THORNDIKE ST,A40,15,0.12271535564005175
4133,8TH ST,A40,15,0.16707569967178554
4134,8TH ST,A40,15,0.19772358418022482
4135,SPRING ST,A40,15,0.12559075397694475
4136,7TH ST,A40,15,0.16707570365833302
4137,SPRING ST,A40,15,0.17561430815884438
4138,THORNDIKE ST,A40,15,0.1255896123383404
4139,7TH ST,A40,15,0.19772359751720425
4140,OTIS ST,A40,15,0.1255882805217517
4141,THORNDIKE ST,A40,15,0.16566970665970393
4142,OTIS ST,A40,15,0.10209108350881456
4143,FULKERSON ST,A41,15,0.17077754426466765
4144,CAMBRIDGE ST,A31,20,0.0306269838719476
4145,CAMBRIDGE ST,A31,20,0.036981888361823645
4146,OTIS ST,A40,15,0.1455751472859545
4147,CAMBRIDGE ST,A31,20,0.09419021151828028
4148,LAMBERT ST,A40,15,0.28818707310502334
4149,8TH ST,A40,15,0.167075648090726
4150,CAMBRIDGE ST,A31,20,0.09188124379054627
4151,7TH ST,A40,15,0.19453503315850365
4152,7TH ST,A40,15,0.23569998214929647
4153,GORE ST,A41,15,0.2503277389346469
4154,BEDFORD ST,A40,15,0.034361144582801616
4155,BEDFORD ST,A40,15,0.13818609447240157
4156,HORACE ST,A40,15,0.16707552491444203
4157,SOUTH ST,A40,15,0.1858220472759185
4158,WARD ST,A40,15,0.2060326687042532
4159,PORTER ST,A40,15,0.12558371403159868
4160,HUNTING ST,A40,15,0.41905902868610767
4161,HUNTING ST,A40,15,0.11241849924591184
4162,WILLOW ST,A40,15,0.11241849332112704
4163,SOUTH ST,A40,15,0.04083435340499088
4164,SOUTH ST,A40,15,0.10208588231469912
4165,WATER ST,A40,15,0.256165535101692
4166,SOUTH ST,A40,15,0.049307838101402185
4167,EARLE ST,A40,15,0.2793725195119606
4168,HARDING ST,A40,15,0.16707556860379466
4169,HARDING ST,A40,15,0.05527443786706575
4170,HARDING ST,A40,15,0.11241849924591184
4171,PORTER ST,A40,15,0.33132223304581376
4172,SOUTH ST,A40,15,0.10208604476032476
4173,HARDING ST,A40,15,0.19453492052137772
4174,SOUTH ST,A40,15,0.14556822118189816
4175,WARD ST,A40,15,0.15323554354829041
4176,MERRIAM ST,A40,15,0.02763721893349081
4177,MERRIAM AVE,A40,15,0.08166571482426795
4178,MERRIAM AVE,A40,15,0.14291500080110728
4179,SHEDD ST,A40,15,0.2946221052720765
4180,HARDING ST,A40,15,0.11784929285104076
4181,MALLOY CT,A40,15,0.22898189981084185
4182,NEWTON ST,A40,15,0.034360371588947086
4183,NEWTON PL,A40,15,0.09861228368155071
4184,NEWTON ST,A40,15,0.0862142854740221
4185,WEBSTER AVE,A41,15,0.08291165680080893
4186,NEWTON ST,A40,15,0.02763721893349081
4187,WEBSTER AVE,A40,15,0.02763721893349081
4188,NEWTON ST,A40,15,0.0671948919864486
4189,PROSPECT PL,A40,15,0.13150953711195099
4190,NEWTON ST,A40,15,0.13150915839646812
4191,PROSPECT ST,A40,15,0.05527443786706575
4192,MC GRATH HWY,A25,30,0.4019402726282814
4193,STATE HWY 28,A25,30,0.4019402726282814
4194,LINWOOD ST,A40,15,0.8066649382512697
4195,WASHINGTON ST,A31,20,0.1511835060891015
4196,WASHINGTON ST,A31,20,0.10078867072024314
4197,WASHINGTON ST,A31,20,0.10078840391278161
4198,POPLAR ST,A40,15,0.19722435219463513
4199,JOY ST,A40,15,0.8906608012556422
4200,TUFTS ST,A40,15,0.05527443786706575
4201,WASHINGTON ST,A31,20,0.20853365036463645
4202,COBBLE HILL RD,A40,15,0.0829116566368637
4203,COBBLE HILL RD,A40,15,0.02763721893349081
4204,COBBLE HILL RD,A40,15,0.0829116566368637
4205,COBBLE HILL RD,A40,15,0.08047045259298494
4206,COBBLE HILL RD,A40,15,0.2536801218123909
4207,WASHINGTON ST,A31,20,0.0459336725765882
4208,GLEN ST,A40,15,0.14791091355872985
4209,TUFTS ST,A40,15,0.33510862786112355
4210,MORTON ST,A40,15,0.2189032231316616
4211,GLEN ST,A40,15,0.10307827537476648
4212,KNOWLTON ST,A40,15,0.17077600505788693
4213,KNOWLTON ST,A40,15,0.10686867417255173
4214,KNOWLTON ST,A40,15,0.0779705793941929
4215,GLEN ST,A40,15,0.12637958749379422
4216,HADLEY CT,A40,15,0.10574924985434792
4217,FRANKLIN ST,A40,15,0.13818609447240157
4218,TURNER CT,A40,15,0.13438204913024301
4219,FRANKLIN ST,A40,15,0.12638001287964715
4220,FRANKLIN ST,A40,15,0.09241953434229826
4221,REEDS CT,A40,15,0.0924192472437931
4222,PALMER AVE,A40,15,0.13438151565539697
4223,OLIVER ST,A40,15,0.239374850792043
4224,SECKEL ST,A40,15,0.23180298467067728
4225,WINDSOR ST,A40,15,0.3735074113487955
4226,LINCOLN ST,A40,15,0.13440196320023637
4227,LINCOLN ST,A40,15,0.06720111499863601
4228,WEBSTER AVE,A41,15,0.13968644264585733
4229,COLUMBIA ST,A40,15,0.06801504512639468
4230,LINCOLN ST,A40,15,0.056044395856422666
4231,COLUMBIA ST,A40,15,0.1547649981373677
4232,CITIZEN PL,A40,15,0.13641681180446535
4233,LINCOLN ST,A40,15,0.11640006531838873
4234,WELLINGTON LN,A40,15,0.1271383141678581
4235,COLUMBIA ST,A40,15,0.11185371980930262
4236,HARRINGTON TER,A40,15,0.10975167020588672
4237,COLUMBIA ST,A40,15,0.18684225362949192
4238,CAMBRIDGE ST,A31,20,0.13936935642047543
4239,LINCOLN PL,A40,15,0.09242269442602515
4240,HARWELL DR,A40,15,0.018972905552186402
4241,HARWELL DR,A40,15,0.09791068088022398
4242,WINDSOR ST,A40,15,0.11785021639030657
4243,WEBSTER AVE,A41,15,0.06574935934509811
4244,WEBSTER AVE,A41,15,0.17419304168076538
4245,WINDSOR ST,A40,15,0.20999366452568846
4246,WEBSTER AVE,A41,15,0.18700124555226505
4247,COLUMBIA ST,A40,15,0.03436127987471918
4248,CAMBRIDGE ST,A31,20,0.03062654498314801
4249,WEBSTER AVE,A41,15,0.03436127987471918
4250,CAMBRIDGE ST,A31,20,0.16527722499288594
4251,CAMBRIDGE ST,A31,20,0.1734712602297902
4252,PROSPECT ST,A40,15,0.17180523910855564
4253,TREMONT ST,A40,15,0.3359291613947794
4254,PROSPECT ST,A40,15,0.5157371583714785
4255,NORFOLK ST,A40,15,0.38666733531535297
4256,PROSPECT ST,A40,15,0.09242082715699475
4257,NEWTON ST,A40,15,0.09861142229988473
4258,PROSPECT ST,A40,15,0.151151243836608
4259,BENNETT ST,A40,15,0.26077177657997186
4260,EVERETT ST,A40,15,0.02041587576349678
4261,PROSPECT ST,A40,15,0.03436019752447316
4262,PROSPECT ST,A40,15,0.16051246134357292
4263,BENNETT CT,A40,15,0.15047021919173012
4264,SOMERVILLE AVE,A31,20,0.08706236136719028
4265,PROSPECT ST,A40,15,0.1263812890286132
4266,ALLEN ST,A40,15,0.5255038975531455
4267,MILK PL,A40,15,0.09242056859550239
4268,SOMERVILLE AVE,A31,20,0.07395824365298037
4269,SOMERVILLE AVE,A31,20,0.09418050716500728
4270,LINDEN ST,A40,15,0.4974699400646802
4271,SOMERVILLE AVE,A31,20,0.12391572309567411
4272,MERRIAM ST,A40,15,0.30673919448593157
4273,WASHINGTON ST,A31,20,0.10718164202846635
4274,COLUMBUS AVE,A40,15,0.20292384822420348
4275,WASHINGTON ST,A31,20,0.12423477829047472
4276,WASHINGTON ST,A31,20,0.03062337521039555
4277,WASHINGTON TER,A40,15,0.20096856688638995
4278,,A40,15,0.07545013744277052
4279,,A40,15,0.11662119273086044
4280,MERRIAM ST,A40,15,0.4225253838547417
4281,SOMERVILLE AVE,A31,20,0.15118810689029516
4282,SOMERVILLE AVE,A31,20,0.07395897053699904
4283,ROSSMORE ST,A40,15,0.4464169556619039
4284,SOMERVILLE AVE,A31,20,0.06466071410551658
4285,SOMERVILLE AVE,A31,20,0.07395921276116305
4286,MANSFIELD ST,A40,15,0.620235297697818
4287,WASHINGTON ST,A31,20,0.12931819478101025
4288,,A63,20,0.07931370273389658
4289,,A63,20,0.14457237354463506
4290,,A63,20,0.08706053867781537
4291,,A63,20,0.061245774788770635
4292,,A40,15,0.09629260315395605
4293,,A63,20,0.03697853594882551
4294,,A40,15,0.012845863552168863
4295,,A63,20,0.07395719358191377
4296,INNER BELT RD,A40,15,0.13818609447240157
4297,ROLAND ST,A40,15,0.14290430417358507
4298,WASHINGTON ST,A31,20,0.09417565461337396
4299,CRESCENT ST,A40,15,0.16707523877737188
4300,MOUNT VERNON ST,A40,15,0.11261543886190467
4301,MOUNT VERNON ST,A40,15,0.21514154184505416
4302,ROLAND ST,A40,15,0.2511367919542727
4303,CAMBRIDGE ST,A40,15,0.23126410698088676
4304,STARK ST,A40,15,0.17077592737286632
4305,PARKER ST,A40,15,0.058923846869385045
4306,CAMBRIDGE ST,A40,15,0.0816585619755843
4307,CRESCENT ST,A40,15,0.31754394824964743
4308,HADLEY ST,A40,15,0.10307821735180785
4309,CRESCENT ST,A40,15,0.15114934667059524
4310,CRESCENT ST,A40,15,0.1717966426730036
4311,PEARL ST,A40,15,0.04082863078582598
4312,PEARL ST,A40,15,0.2393735087251992
4313,MOUNT VERNON ST,A40,15,0.05892370015226901
4314,MOUNT VERNON ST,A40,15,0.10307746410533832
4315,WHEELER ST,A40,15,0.2321511434619185
4316,PINCKNEY ST,A40,15,0.14409127942699365
4317,PERKINS ST,A40,15,0.0986042061926189
4318,PERKINS ST,A40,15,0.11607471393459703
4319,PERKINS PL,A40,15,0.11784710733176577
4320,MSGR O'BRIEN HWY,A25,30,0.041253652516333734
4321,STATE HWY 28,A25,30,0.041253652516333734
4322,EAST ST,A40,15,0.08538883039430005
4323,MSGR O'BRIEN HWY,A25,30,0.09861992989064729
4324,STATE HWY 28,A25,30,0.09861992989064729
4325,MSGR O'BRIEN HWY,A25,30,0.07736189797475873
4326,STATE HWY 28,A25,30,0.07736189797475873
4327,CANAL PARK,A40,15,0.1841014798487315
4328,,A40,15,0.06797030205779186
4329,MSGR O'BRIEN HWY,A25,30,0.08212547845481753
4330,STATE HWY 28,A25,30,0.08212547845481753
4331,MSGR O'BRIEN HWY,A25,30,0.07867802325013959
4332,STATE HWY 28,A25,30,0.07867802325013959
4333,INNER BELT RD,A40,15,0.08128910028638427
4334,INNER BELT RD,A40,15,0.1988814729941627
4335,INNER BELT RD,A40,15,0.06014072065249501
4336,INNER BELT RD,A40,15,0.0326891510937152
4337,3RD AVE,A40,15,0.1243906118350652
4338,INNER BELT RD,A40,15,0.08492640247027174
4339,INNER BELT RD,A40,15,0.10088101347017975
4340,INNER BELT RD,A40,15,0.06495035203674561
4341,INNER BELT RD,A40,15,0.05892418459418977
4342,INNER BELT RD,A40,15,0.08318827940433927
4343,INNER BELT RD,A40,15,0.032292764455689744
4344,INNER BELT RD,A40,15,0.04636325078675735
4345,INNER BELT RD,A40,15,0.03345370614586254
4346,INNER BELT RD,A40,15,0.2631960458901871
4347,INNER BELT RD,A40,15,0.11241813335968003
4348,3RD AVE,A40,15,0.2015806752699353
4349,,A40,15,0.37441869708914105
4350,,A40,15,0.1037720809624836
4351,,A40,15,0.08266626086994436
4352,COBBLE HILL RD,A40,15,0.17324699618598416
4353,NEW WASHINGTON ST,A40,15,0.17324699618598416
4354,WASHINGTON ST,A31,20,0.14390151410704727
4355,COBBLE HILL RD,A40,15,0.48475747238330225
4356,NEW WASHINGTON ST,A40,15,0.48475747238330225
4357,2ND AVE,A40,15,0.4685776874343533
4358,INNER BELT RD,A40,15,0.222317612818542
